Species,Species_ID,Edible,Measure_Type,Length,Weight
Cape knifejaw (M&F),502.0,True,Fork length,47.0,2.2
Cape knifejaw (M&F),502.0,True,Fork length,48.0,2.3
Cape knifejaw (M&F),502.0,True,Fork length,49.0,2.4
Cape knifejaw (M&F),502.0,True,Fork length,50.0,2.5
Cape knifejaw (M&F),502.0,True,Fork length,51.0,2.6
Cape knifejaw (M&F),502.0,True,Fork length,52.0,2.7
Cape knifejaw (M&F),502.0,True,Fork length,53.0,2.9
Cape knifejaw (M&F),502.0,True,Fork length,54.0,3.0
Cape knifejaw (M&F),502.0,True,Fork length,55.0,3.1
Cape knifejaw (M&F),502.0,True,Fork length,56.0,3.3
Cape knifejaw (M&F),502.0,True,Fork length,57.0,3.4
Cape knifejaw (M&F),502.0,True,Fork length,58.0,3.5
Cape knifejaw (M&F),502.0,True,Fork length,59.0,3.7
Cape knifejaw (M&F),502.0,True,Fork length,60.0,3.8
Cape knifejaw (M&F),502.0,True,Fork length,61.0,4.0
Cape knifejaw (M&F),502.0,True,Fork length,62.0,4.1
Cape knifejaw (M&F),502.0,True,Fork length,63.0,4.3
Cape knifejaw (M&F),502.0,True,Fork length,64.0,4.4
Cape knifejaw (M&F),502.0,True,Fork length,65.0,4.6
Cape knifejaw (M&F),502.0,True,Fork length,66.0,4.8
Cape knifejaw (M&F),502.0,True,Fork length,67.0,4.9
Cape knifejaw (M&F),502.0,True,Fork length,68.0,5.1
Cape knifejaw (M&F),502.0,True,Fork length,69.0,5.3
Cape knifejaw (M&F),502.0,True,Fork length,70.0,5.5
Cape knifejaw (M&F),502.0,True,Fork length,71.0,5.6
Cape knifejaw (M&F),502.0,True,Fork length,72.0,5.8
Cape knifejaw (M&F),502.0,True,Fork length,73.0,6.0
Cape knifejaw (M&F),502.0,True,Fork length,74.0,6.2
Cape knifejaw (M&F),502.0,True,Fork length,75.0,6.4
Cape knifejaw (M&F),502.0,True,Fork length,76.0,6.6
Cape knifejaw (M&F),502.0,True,Fork length,77.0,6.8
Cape knifejaw (M&F),502.0,True,Fork length,78.0,7.0
Cape knifejaw (M&F),502.0,True,Fork length,79.0,7.2
Cape knifejaw (M&F),502.0,True,Fork length,80.0,7.4
Cape knifejaw (M&F),502.0,True,Fork length,81.0,7.7
Cape knifejaw (M&F),502.0,True,Fork length,82.0,7.9
Cape knifejaw (M&F),502.0,True,Fork length,83.0,8.1
Cape knifejaw (M&F),502.0,True,Fork length,84.0,8.3
Cape knifejaw (M&F),502.0,True,Fork length,85.0,8.6
Cape knifejaw (M&F),502.0,True,Fork length,86.0,8.8
Cape knifejaw (M&F),502.0,True,Fork length,87.0,9.0
Cape knifejaw (M&F),502.0,True,Fork length,88.0,9.3
Cape knifejaw (M&F),502.0,True,Fork length,89.0,9.5
Cape knifejaw (M&F),502.0,True,Fork length,90.0,9.8
Cape knifejaw (M&F),502.0,True,Fork length,91.0,10.0
Cape knifejaw (M&F),502.0,True,Fork length,92.0,10.3
Cape knifejaw (M&F),502.0,True,Fork length,93.0,10.6
Cape knifejaw (M&F),502.0,True,Fork length,94.0,10.8
Cape knifejaw (M&F),502.0,True,Fork length,95.0,11.1
Cape knifejaw (M&F),502.0,True,Fork length,96.0,11.4
Cape knifejaw (M&F),502.0,True,Fork length,97.0,11.6
Cape knifejaw (M&F),502.0,True,Fork length,98.0,11.9
Cape knifejaw (M&F),502.0,True,Fork length,99.0,12.2
Cape knifejaw (M&F),502.0,True,Fork length,100.0,12.5
Cape knifejaw (M&F),502.0,True,Fork length,101.0,12.8
Cape knifejaw (M&F),502.0,True,Fork length,102.0,13.1
Cape knifejaw (M&F),502.0,True,Fork length,103.0,13.4
Cape knifejaw (M&F),502.0,True,Fork length,104.0,13.7
Cape knifejaw (M&F),502.0,True,Fork length,105.0,14.0
Cape knifejaw (M&F),502.0,True,Fork length,106.0,14.3
Cape knifejaw (M&F),502.0,True,Fork length,107.0,14.6
Cape knifejaw (M&F),502.0,True,Fork length,108.0,14.9
Cape knifejaw (M&F),502.0,True,Fork length,109.0,15.2
Cape knifejaw (M&F),502.0,True,Fork length,110.0,15.6
Cape knifejaw (M&F),502.0,True,Fork length,111.0,15.9
Cape knifejaw (M&F),502.0,True,Fork length,112.0,16.2
Cape knifejaw (M&F),502.0,True,Fork length,113.0,16.6
Cape knifejaw (M&F),502.0,True,Fork length,114.0,16.9
Cape knifejaw (M&F),502.0,True,Fork length,115.0,17.3
Cape knifejaw (M&F),502.0,True,Fork length,116.0,17.6
Cape knifejaw (M&F),502.0,True,Fork length,117.0,18.0
Cape knifejaw (M&F),502.0,True,Fork length,118.0,18.3
Cape knifejaw (M&F),502.0,True,Fork length,119.0,18.7
Cape knifejaw (M&F),502.0,True,Fork length,120.0,19.1
Cape knifejaw (M&F),502.0,True,Fork length,121.0,19.4
Cape knifejaw (M&F),502.0,True,Fork length,122.0,19.8
Cape knifejaw (M&F),502.0,True,Fork length,123.0,20.2
Cape knifejaw (M&F),502.0,True,Fork length,124.0,20.6
Cape knifejaw (M&F),502.0,True,Fork length,125.0,20.9
Cape knifejaw (M&F),502.0,True,Fork length,126.0,21.3
Cape knifejaw (M&F),502.0,True,Fork length,127.0,21.7
Cape knifejaw (M&F),502.0,True,Fork length,128.0,22.1
Cape knifejaw (M&F),502.0,True,Fork length,129.0,22.5
Cape knifejaw (M&F),502.0,True,Fork length,130.0,22.9
Cape knifejaw (M&F),502.0,True,Fork length,131.0,23.3
Cape knifejaw (M&F),502.0,True,Fork length,132.0,23.8
Cape knifejaw (M&F),502.0,True,Fork length,133.0,24.2
Cape knifejaw (M&F),502.0,True,Fork length,134.0,24.6
Cape knifejaw (M&F),502.0,True,Fork length,135.0,25.0
Cape knifejaw (M&F),502.0,True,Fork length,136.0,25.5
Cape knifejaw (M&F),502.0,True,Fork length,137.0,25.9
Cape knifejaw (M&F),502.0,True,Fork length,138.0,26.3
Cape knifejaw (M&F),502.0,True,Fork length,139.0,26.8
Cape knifejaw (M&F),502.0,True,Fork length,140.0,27.2
Cape knifejaw (M&F),502.0,True,Fork length,141.0,27.7
Cape knifejaw (M&F),502.0,True,Fork length,142.0,28.1
Cape knifejaw (M&F),502.0,True,Fork length,143.0,28.6
Cape knifejaw (M&F),502.0,True,Fork length,144.0,29.1
Cape knifejaw (M&F),502.0,True,Fork length,145.0,29.5
Cape knifejaw (M&F),502.0,True,Fork length,146.0,30.0
Cape knifejaw (M&F),502.0,True,Fork length,147.0,30.5
Cape knifejaw (M&F),502.0,True,Fork length,148.0,31.0
Cape knifejaw (M&F),502.0,True,Fork length,149.0,31.5
Cape knifejaw (M&F),502.0,True,Fork length,150.0,32.0
Cape knifejaw (M&F),502.0,True,Fork length,151.0,32.5
Cape knifejaw (M&F),502.0,True,Fork length,152.0,33.0
Cape knifejaw (M&F),502.0,True,Fork length,153.0,33.5
Cape knifejaw (M&F),502.0,True,Fork length,154.0,34.0
Cape knifejaw (M&F),502.0,True,Fork length,155.0,34.5
Cape knifejaw (M&F),502.0,True,Fork length,156.0,35.0
Cape knifejaw (M&F),502.0,True,Fork length,157.0,35.5
Cape knifejaw (M&F),502.0,True,Fork length,158.0,36.0
Cape knifejaw (M&F),502.0,True,Fork length,159.0,36.6
Cape knifejaw (M&F),502.0,True,Fork length,160.0,37.1
Cape knifejaw (M&F),502.0,True,Fork length,161.0,37.7
Cape knifejaw (M&F),502.0,True,Fork length,162.0,38.2
Cape knifejaw (M&F),502.0,True,Fork length,163.0,38.7
Cape knifejaw (M&F),502.0,True,Fork length,164.0,39.3
Cape knifejaw (M&F),502.0,True,Fork length,165.0,39.9
Cape knifejaw (M&F),502.0,True,Fork length,166.0,40.4
Cape knifejaw (M&F),502.0,True,Fork length,167.0,41.0
Cape knifejaw (M&F),502.0,True,Fork length,168.0,41.6
Cape knifejaw (M&F),502.0,True,Fork length,169.0,42.1
Cape knifejaw (M&F),502.0,True,Fork length,170.0,42.7
Cape knifejaw (M&F),502.0,True,Fork length,171.0,43.3
Cape knifejaw (M&F),502.0,True,Fork length,172.0,43.9
Cape knifejaw (M&F),502.0,True,Fork length,173.0,44.5
Cape knifejaw (M&F),502.0,True,Fork length,174.0,45.1
Cape knifejaw (M&F),502.0,True,Fork length,175.0,45.7
Cape knifejaw (M&F),502.0,True,Fork length,176.0,46.3
Cape knifejaw (M&F),502.0,True,Fork length,177.0,46.9
Cape knifejaw (M&F),502.0,True,Fork length,178.0,47.5
Cape knifejaw (M&F),502.0,True,Fork length,179.0,48.1
Cape knifejaw (M&F),502.0,True,Fork length,180.0,48.8
Cape knifejaw (M&F),502.0,True,Fork length,181.0,49.4
Cape knifejaw (M&F),502.0,True,Fork length,182.0,50.0
Cape knifejaw (M&F),502.0,True,Fork length,183.0,50.7
Cape knifejaw (M&F),502.0,True,Fork length,184.0,51.3
Cape knifejaw (M&F),502.0,True,Fork length,185.0,52.0
Cape knifejaw (M&F),502.0,True,Fork length,186.0,52.6
Cape knifejaw (M&F),502.0,True,Fork length,187.0,53.3
Cape knifejaw (M&F),502.0,True,Fork length,188.0,53.9
Cape knifejaw (M&F),502.0,True,Fork length,189.0,54.6
Cape knifejaw (M&F),502.0,True,Fork length,190.0,55.3
Cape knifejaw (M&F),502.0,True,Fork length,191.0,55.9
Cape knifejaw (M&F),502.0,True,Fork length,192.0,56.6
Cape knifejaw (M&F),502.0,True,Fork length,193.0,57.3
Cape knifejaw (M&F),502.0,True,Fork length,194.0,58.0
Cape knifejaw (M&F),502.0,True,Fork length,195.0,58.7
Cape knifejaw (M&F),502.0,True,Fork length,196.0,59.4
Cape knifejaw (M&F),502.0,True,Fork length,197.0,60.1
Cape knifejaw (M&F),502.0,True,Fork length,198.0,60.8
Cape knifejaw (M&F),502.0,True,Fork length,199.0,61.5
Cape knifejaw (M&F),502.0,True,Fork length,200.0,62.2
Cape knifejaw (M&F),502.0,True,Fork length,201.0,63.0
Cape knifejaw (M&F),502.0,True,Fork length,202.0,63.7
Cape knifejaw (M&F),502.0,True,Fork length,203.0,64.4
Cape knifejaw (M&F),502.0,True,Fork length,204.0,65.2
Cape knifejaw (M&F),502.0,True,Fork length,205.0,65.9
Cape knifejaw (M&F),502.0,True,Fork length,206.0,66.7
Cape knifejaw (M&F),502.0,True,Fork length,207.0,67.4
Cape knifejaw (M&F),502.0,True,Fork length,208.0,68.2
Cape knifejaw (M&F),502.0,True,Fork length,209.0,68.9
Cape knifejaw (M&F),502.0,True,Fork length,210.0,69.7
Cape knifejaw (M&F),502.0,True,Fork length,211.0,70.5
Cape knifejaw (M&F),502.0,True,Fork length,212.0,71.3
Cape knifejaw (M&F),502.0,True,Fork length,213.0,72.0
Cape knifejaw (M&F),502.0,True,Fork length,214.0,72.8
Cape knifejaw (M&F),502.0,True,Fork length,215.0,73.6
Cape knifejaw (M&F),502.0,True,Fork length,216.0,74.4
Cape knifejaw (M&F),502.0,True,Fork length,217.0,75.2
Cape knifejaw (M&F),502.0,True,Fork length,218.0,76.0
Cape knifejaw (M&F),502.0,True,Fork length,219.0,76.8
Cape knifejaw (M&F),502.0,True,Fork length,220.0,77.6
Cape knifejaw (M&F),502.0,True,Fork length,221.0,78.5
Cape knifejaw (M&F),502.0,True,Fork length,222.0,79.3
Cape knifejaw (M&F),502.0,True,Fork length,223.0,80.1
Cape knifejaw (M&F),502.0,True,Fork length,224.0,80.9
Cape knifejaw (M&F),502.0,True,Fork length,225.0,81.8
Cape knifejaw (M&F),502.0,True,Fork length,226.0,82.6
Cape knifejaw (M&F),502.0,True,Fork length,227.0,83.5
Cape knifejaw (M&F),502.0,True,Fork length,228.0,84.3
Cape knifejaw (M&F),502.0,True,Fork length,229.0,85.2
Cape knifejaw (M&F),502.0,True,Fork length,230.0,86.1
Cape knifejaw (M&F),502.0,True,Fork length,231.0,86.9
Cape knifejaw (M&F),502.0,True,Fork length,232.0,87.8
Cape knifejaw (M&F),502.0,True,Fork length,233.0,88.7
Cape knifejaw (M&F),502.0,True,Fork length,234.0,89.6
Cape knifejaw (M&F),502.0,True,Fork length,235.0,90.5
Cape knifejaw (M&F),502.0,True,Fork length,236.0,91.4
Cape knifejaw (M&F),502.0,True,Fork length,237.0,92.3
Cape knifejaw (M&F),502.0,True,Fork length,238.0,93.2
Cape knifejaw (M&F),502.0,True,Fork length,239.0,94.1
Cape knifejaw (M&F),502.0,True,Fork length,240.0,95.0
Cape knifejaw (M&F),502.0,True,Fork length,241.0,95.9
Cape knifejaw (M&F),502.0,True,Fork length,242.0,96.8
Cape knifejaw (M&F),502.0,True,Fork length,243.0,97.8
Cape knifejaw (M&F),502.0,True,Fork length,244.0,98.7
Cape knifejaw (M&F),502.0,True,Fork length,245.0,99.6
Cape knifejaw (M&F),502.0,True,Fork length,246.0,100.6
Cape knifejaw (M&F),502.0,True,Fork length,247.0,101.5
Cape knifejaw (M&F),502.0,True,Fork length,248.0,102.5
Cape knifejaw (M&F),502.0,True,Fork length,249.0,103.4
Cape knifejaw (M&F),502.0,True,Fork length,250.0,104.4
Cape knifejaw (M&F),502.0,True,Fork length,251.0,105.4
Cape knifejaw (M&F),502.0,True,Fork length,252.0,106.4
Cape knifejaw (M&F),502.0,True,Fork length,253.0,107.3
Cape knifejaw (M&F),502.0,True,Fork length,254.0,108.3
Cape knifejaw (M&F),502.0,True,Fork length,255.0,109.3
Cape knifejaw (M&F),502.0,True,Fork length,256.0,110.3
Cape knifejaw (M&F),502.0,True,Fork length,257.0,111.3
Cape knifejaw (M&F),502.0,True,Fork length,258.0,112.3
Cape knifejaw (M&F),502.0,True,Fork length,259.0,113.3
Cape knifejaw (M&F),502.0,True,Fork length,260.0,114.3
Cape knifejaw (M&F),502.0,True,Fork length,261.0,115.4
Cape knifejaw (M&F),502.0,True,Fork length,262.0,116.4
Cape knifejaw (M&F),502.0,True,Fork length,263.0,117.4
Cape knifejaw (M&F),502.0,True,Fork length,264.0,118.5
Cape knifejaw (M&F),502.0,True,Fork length,265.0,119.5
Cape knifejaw (M&F),502.0,True,Fork length,266.0,120.6
Cape knifejaw (M&F),502.0,True,Fork length,267.0,121.6
Cape knifejaw (M&F),502.0,True,Fork length,268.0,122.7
Cape knifejaw (M&F),502.0,True,Fork length,269.0,123.7
Cape knifejaw (M&F),502.0,True,Fork length,270.0,124.8
Cape knifejaw (M&F),502.0,True,Fork length,271.0,125.9
Cape knifejaw (M&F),502.0,True,Fork length,272.0,127.0
Cape knifejaw (M&F),502.0,True,Fork length,273.0,128.0
Cape knifejaw (M&F),502.0,True,Fork length,274.0,129.1
Cape knifejaw (M&F),502.0,True,Fork length,275.0,130.2
Cape knifejaw (M&F),502.0,True,Fork length,276.0,131.3
Cape knifejaw (M&F),502.0,True,Fork length,277.0,132.4
Cape knifejaw (M&F),502.0,True,Fork length,278.0,133.5
Cape knifejaw (M&F),502.0,True,Fork length,279.0,134.7
Cape knifejaw (M&F),502.0,True,Fork length,280.0,135.8
Cape knifejaw (M&F),502.0,True,Fork length,281.0,136.9
Cape knifejaw (M&F),502.0,True,Fork length,282.0,138.0
Cape knifejaw (M&F),502.0,True,Fork length,283.0,139.2
Cape knifejaw (M&F),502.0,True,Fork length,284.0,140.3
Cape knifejaw (M&F),502.0,True,Fork length,285.0,141.5
Cape knifejaw (M&F),502.0,True,Fork length,286.0,142.6
Cape knifejaw (M&F),502.0,True,Fork length,287.0,143.8
Cape knifejaw (M&F),502.0,True,Fork length,288.0,144.9
Cape knifejaw (M&F),502.0,True,Fork length,289.0,146.1
Cape knifejaw (M&F),502.0,True,Fork length,290.0,147.3
Cape knifejaw (M&F),502.0,True,Fork length,291.0,148.5
Cape knifejaw (M&F),502.0,True,Fork length,292.0,149.6
Cape knifejaw (M&F),502.0,True,Fork length,293.0,150.8
Cape knifejaw (M&F),502.0,True,Fork length,294.0,152.0
Cape knifejaw (M&F),502.0,True,Fork length,295.0,153.2
Cape knifejaw (M&F),502.0,True,Fork length,296.0,154.4
Cape knifejaw (M&F),502.0,True,Fork length,297.0,155.7
Cape knifejaw (M&F),502.0,True,Fork length,298.0,156.9
Cape knifejaw (M&F),502.0,True,Fork length,299.0,158.1
Cape knifejaw (M&F),502.0,True,Fork length,300.0,159.3
Cape stumpnose (M&F),504.0,True,Fork length,25.0,0.5
Cape stumpnose (M&F),504.0,True,Fork length,26.0,0.5
Cape stumpnose (M&F),504.0,True,Fork length,27.0,0.6
Cape stumpnose (M&F),504.0,True,Fork length,28.0,0.7
Cape stumpnose (M&F),504.0,True,Fork length,29.0,0.7
Cape stumpnose (M&F),504.0,True,Fork length,30.0,0.8
Cape stumpnose (M&F),504.0,True,Fork length,31.0,0.9
Cape stumpnose (M&F),504.0,True,Fork length,32.0,1.0
Cape stumpnose (M&F),504.0,True,Fork length,33.0,1.1
Cape stumpnose (M&F),504.0,True,Fork length,34.0,1.2
Cape stumpnose (M&F),504.0,True,Fork length,35.0,1.3
Cape stumpnose (M&F),504.0,True,Fork length,36.0,1.4
Cape stumpnose (M&F),504.0,True,Fork length,37.0,1.5
Cape stumpnose (M&F),504.0,True,Fork length,38.0,1.6
Cape stumpnose (M&F),504.0,True,Fork length,39.0,1.7
Cape stumpnose (M&F),504.0,True,Fork length,40.0,1.8
Cape stumpnose (M&F),504.0,True,Fork length,41.0,2.0
Cape stumpnose (M&F),504.0,True,Fork length,42.0,2.1
Cape stumpnose (M&F),504.0,True,Fork length,43.0,2.3
Cape stumpnose (M&F),504.0,True,Fork length,44.0,2.4
Cape stumpnose (M&F),504.0,True,Fork length,45.0,2.6
Cape stumpnose (M&F),504.0,True,Fork length,46.0,2.7
Cape stumpnose (M&F),504.0,True,Fork length,47.0,2.9
Cape stumpnose (M&F),504.0,True,Fork length,48.0,3.1
Cape stumpnose (M&F),504.0,True,Fork length,49.0,3.3
Cape stumpnose (M&F),504.0,True,Fork length,50.0,3.5
Cape stumpnose (M&F),504.0,True,Fork length,51.0,3.7
Cape stumpnose (M&F),504.0,True,Fork length,52.0,3.9
Cape stumpnose (M&F),504.0,True,Fork length,53.0,4.1
Cape stumpnose (M&F),504.0,True,Fork length,54.0,4.3
Cape stumpnose (M&F),504.0,True,Fork length,55.0,4.6
Cape stumpnose (M&F),504.0,True,Fork length,56.0,4.8
Cape stumpnose (M&F),504.0,True,Fork length,57.0,5.0
Cape stumpnose (M&F),504.0,True,Fork length,58.0,5.3
Cape stumpnose (M&F),504.0,True,Fork length,59.0,5.6
Cape stumpnose (M&F),504.0,True,Fork length,60.0,5.8
Cape stumpnose (M&F),504.0,True,Fork length,61.0,6.1
Cape stumpnose (M&F),504.0,True,Fork length,62.0,6.4
Cape stumpnose (M&F),504.0,True,Fork length,63.0,6.7
Cape stumpnose (M&F),504.0,True,Fork length,64.0,7.0
Cape stumpnose (M&F),504.0,True,Fork length,65.0,7.3
Cape stumpnose (M&F),504.0,True,Fork length,66.0,7.7
Cape stumpnose (M&F),504.0,True,Fork length,67.0,8.0
Cape stumpnose (M&F),504.0,True,Fork length,68.0,8.3
Cape stumpnose (M&F),504.0,True,Fork length,69.0,8.7
Cape stumpnose (M&F),504.0,True,Fork length,70.0,9.1
Cape stumpnose (M&F),504.0,True,Fork length,71.0,9.4
Cape stumpnose (M&F),504.0,True,Fork length,72.0,9.8
Cape stumpnose (M&F),504.0,True,Fork length,73.0,10.2
Cape stumpnose (M&F),504.0,True,Fork length,74.0,10.6
Cape stumpnose (M&F),504.0,True,Fork length,75.0,11.0
Cape stumpnose (M&F),504.0,True,Fork length,76.0,11.5
Cape stumpnose (M&F),504.0,True,Fork length,77.0,11.9
Cape stumpnose (M&F),504.0,True,Fork length,78.0,12.3
Cape stumpnose (M&F),504.0,True,Fork length,79.0,12.8
Cape stumpnose (M&F),504.0,True,Fork length,80.0,13.3
Cape stumpnose (M&F),504.0,True,Fork length,81.0,13.7
Cape stumpnose (M&F),504.0,True,Fork length,82.0,14.2
Cape stumpnose (M&F),504.0,True,Fork length,83.0,14.7
Cape stumpnose (M&F),504.0,True,Fork length,84.0,15.2
Cape stumpnose (M&F),504.0,True,Fork length,85.0,15.8
Cape stumpnose (M&F),504.0,True,Fork length,86.0,16.3
Cape stumpnose (M&F),504.0,True,Fork length,87.0,16.8
Cape stumpnose (M&F),504.0,True,Fork length,88.0,17.4
Cape stumpnose (M&F),504.0,True,Fork length,89.0,18.0
Cape stumpnose (M&F),504.0,True,Fork length,90.0,18.5
Cape stumpnose (M&F),504.0,True,Fork length,91.0,19.1
Cape stumpnose (M&F),504.0,True,Fork length,92.0,19.7
Cape stumpnose (M&F),504.0,True,Fork length,93.0,20.4
Cape stumpnose (M&F),504.0,True,Fork length,94.0,21.0
Cape stumpnose (M&F),504.0,True,Fork length,95.0,21.6
Cape stumpnose (M&F),504.0,True,Fork length,96.0,22.3
Cape stumpnose (M&F),504.0,True,Fork length,97.0,23.0
Cape stumpnose (M&F),504.0,True,Fork length,98.0,23.6
Cape stumpnose (M&F),504.0,True,Fork length,99.0,24.3
Cape stumpnose (M&F),504.0,True,Fork length,100.0,25.0
Cape stumpnose (M&F),504.0,True,Fork length,101.0,25.8
Cape stumpnose (M&F),504.0,True,Fork length,102.0,26.5
Cape stumpnose (M&F),504.0,True,Fork length,103.0,27.2
Cape stumpnose (M&F),504.0,True,Fork length,104.0,28.0
Cape stumpnose (M&F),504.0,True,Fork length,105.0,28.8
Cape stumpnose (M&F),504.0,True,Fork length,106.0,29.6
Cape stumpnose (M&F),504.0,True,Fork length,107.0,30.4
Cape stumpnose (M&F),504.0,True,Fork length,108.0,31.2
Cape stumpnose (M&F),504.0,True,Fork length,109.0,32.0
Cape stumpnose (M&F),504.0,True,Fork length,110.0,32.9
Cape stumpnose (M&F),504.0,True,Fork length,111.0,33.7
Cape stumpnose (M&F),504.0,True,Fork length,112.0,34.6
Cape stumpnose (M&F),504.0,True,Fork length,113.0,35.5
Cape stumpnose (M&F),504.0,True,Fork length,114.0,36.4
Cape stumpnose (M&F),504.0,True,Fork length,115.0,37.3
Cape stumpnose (M&F),504.0,True,Fork length,116.0,38.2
Cape stumpnose (M&F),504.0,True,Fork length,117.0,39.2
Cape stumpnose (M&F),504.0,True,Fork length,118.0,40.1
Cape stumpnose (M&F),504.0,True,Fork length,119.0,41.1
Cape stumpnose (M&F),504.0,True,Fork length,120.0,42.1
Cape stumpnose (M&F),504.0,True,Fork length,121.0,43.1
Cape stumpnose (M&F),504.0,True,Fork length,122.0,44.1
Cape stumpnose (M&F),504.0,True,Fork length,123.0,45.2
Cape stumpnose (M&F),504.0,True,Fork length,124.0,46.2
Cape stumpnose (M&F),504.0,True,Fork length,125.0,47.3
Cape stumpnose (M&F),504.0,True,Fork length,126.0,48.4
Cape stumpnose (M&F),504.0,True,Fork length,127.0,49.5
Cape stumpnose (M&F),504.0,True,Fork length,128.0,50.6
Cape stumpnose (M&F),504.0,True,Fork length,129.0,51.8
Cape stumpnose (M&F),504.0,True,Fork length,130.0,52.9
Cape stumpnose (M&F),504.0,True,Fork length,131.0,54.1
Cape stumpnose (M&F),504.0,True,Fork length,132.0,55.3
Cape stumpnose (M&F),504.0,True,Fork length,133.0,56.5
Cape stumpnose (M&F),504.0,True,Fork length,134.0,57.7
Cape stumpnose (M&F),504.0,True,Fork length,135.0,58.9
Cape stumpnose (M&F),504.0,True,Fork length,136.0,60.2
Cape stumpnose (M&F),504.0,True,Fork length,137.0,61.4
Cape stumpnose (M&F),504.0,True,Fork length,138.0,62.7
Cape stumpnose (M&F),504.0,True,Fork length,139.0,64.0
Cape stumpnose (M&F),504.0,True,Fork length,140.0,65.4
Cape stumpnose (M&F),504.0,True,Fork length,141.0,66.7
Cape stumpnose (M&F),504.0,True,Fork length,142.0,68.1
Cape stumpnose (M&F),504.0,True,Fork length,143.0,69.4
Cape stumpnose (M&F),504.0,True,Fork length,144.0,70.8
Cape stumpnose (M&F),504.0,True,Fork length,145.0,72.2
Cape stumpnose (M&F),504.0,True,Fork length,146.0,73.7
Cape stumpnose (M&F),504.0,True,Fork length,147.0,75.1
Cape stumpnose (M&F),504.0,True,Fork length,148.0,76.6
Cape stumpnose (M&F),504.0,True,Fork length,149.0,78.1
Cape stumpnose (M&F),504.0,True,Fork length,150.0,79.6
Cape stumpnose (M&F),504.0,True,Fork length,151.0,81.1
Cape stumpnose (M&F),504.0,True,Fork length,152.0,82.6
Cape stumpnose (M&F),504.0,True,Fork length,153.0,84.2
Cape stumpnose (M&F),504.0,True,Fork length,154.0,85.8
Cape stumpnose (M&F),504.0,True,Fork length,155.0,87.4
Cape stumpnose (M&F),504.0,True,Fork length,156.0,89.0
Cape stumpnose (M&F),504.0,True,Fork length,157.0,90.6
Cape stumpnose (M&F),504.0,True,Fork length,158.0,92.3
Cape stumpnose (M&F),504.0,True,Fork length,159.0,94.0
Cape stumpnose (M&F),504.0,True,Fork length,160.0,95.7
Cape stumpnose (M&F),504.0,True,Fork length,161.0,97.4
Cape stumpnose (M&F),504.0,True,Fork length,162.0,99.1
Cape stumpnose (M&F),504.0,True,Fork length,163.0,100.9
Cape stumpnose (M&F),504.0,True,Fork length,164.0,102.6
Cape stumpnose (M&F),504.0,True,Fork length,165.0,104.4
Cape stumpnose (M&F),504.0,True,Fork length,166.0,106.2
Cape stumpnose (M&F),504.0,True,Fork length,167.0,108.1
Cape stumpnose (M&F),504.0,True,Fork length,168.0,109.9
Cape stumpnose (M&F),504.0,True,Fork length,169.0,111.8
Cape stumpnose (M&F),504.0,True,Fork length,170.0,113.7
Cape stumpnose (M&F),504.0,True,Fork length,171.0,115.6
Cape stumpnose (M&F),504.0,True,Fork length,172.0,117.6
Cape stumpnose (M&F),504.0,True,Fork length,173.0,119.5
Cape stumpnose (M&F),504.0,True,Fork length,174.0,121.5
Cape stumpnose (M&F),504.0,True,Fork length,175.0,123.5
Cape stumpnose (M&F),504.0,True,Fork length,176.0,125.5
Cape stumpnose (M&F),504.0,True,Fork length,177.0,127.6
Cape stumpnose (M&F),504.0,True,Fork length,178.0,129.6
Cape stumpnose (M&F),504.0,True,Fork length,179.0,131.7
Cape stumpnose (M&F),504.0,True,Fork length,180.0,133.8
Cape stumpnose (M&F),504.0,True,Fork length,181.0,136.0
Cape stumpnose (M&F),504.0,True,Fork length,182.0,138.1
Cape stumpnose (M&F),504.0,True,Fork length,183.0,140.3
Cape stumpnose (M&F),504.0,True,Fork length,184.0,142.5
Cape stumpnose (M&F),504.0,True,Fork length,185.0,144.7
Cape stumpnose (M&F),504.0,True,Fork length,186.0,146.9
Cape stumpnose (M&F),504.0,True,Fork length,187.0,149.2
Cape stumpnose (M&F),504.0,True,Fork length,188.0,151.5
Cape stumpnose (M&F),504.0,True,Fork length,189.0,153.8
Cape stumpnose (M&F),504.0,True,Fork length,190.0,156.1
Cape stumpnose (M&F),504.0,True,Fork length,191.0,158.5
Cape stumpnose (M&F),504.0,True,Fork length,192.0,160.9
Cape stumpnose (M&F),504.0,True,Fork length,193.0,163.3
Cape stumpnose (M&F),504.0,True,Fork length,194.0,165.7
Cape stumpnose (M&F),504.0,True,Fork length,195.0,168.1
Cape stumpnose (M&F),504.0,True,Fork length,196.0,170.6
Cape stumpnose (M&F),504.0,True,Fork length,197.0,173.1
Cape stumpnose (M&F),504.0,True,Fork length,198.0,175.6
Cape stumpnose (M&F),504.0,True,Fork length,199.0,178.2
Cape stumpnose (M&F),504.0,True,Fork length,200.0,180.7
Cape stumpnose (M&F),504.0,True,Fork length,201.0,183.3
Cape stumpnose (M&F),504.0,True,Fork length,202.0,185.9
Cape stumpnose (M&F),504.0,True,Fork length,203.0,188.6
Cape stumpnose (M&F),504.0,True,Fork length,204.0,191.2
Cape stumpnose (M&F),504.0,True,Fork length,205.0,193.9
Cape stumpnose (M&F),504.0,True,Fork length,206.0,196.6
